ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-01-28 20:00:00,1,0,0.0,34.0,59,13.8
17031010201,2016-01-28 20:00:00,0,8,11.890366554000002,34.0,59,13.8
17031010202,2016-01-28 20:00:00,0,4,1.96072286434,34.0,59,13.8
17031010300,2016-01-28 20:00:00,0,3,9.162207631589999,34.0,59,13.8
17031010400,2016-01-28 20:00:00,0,8,13.8151079046,34.0,59,13.8
17031010501,2016-01-28 20:00:00,0,5,15.646514005899999,34.0,59,13.8
17031010502,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031010503,2016-01-28 20:00:00,0,2,9.848849089169999,34.0,59,13.8
17031010600,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031010701,2016-01-28 20:00:00,0,18,11.798526158,34.0,59,13.8
17031010702,2016-01-28 20:00:00,0,5,8.29435168911,34.0,59,13.8
17031020100,2016-01-28 20:00:00,0,3,13.167268957300001,34.0,59,13.8
17031020200,2016-01-28 20:00:00,0,17,14.130658413399999,34.0,59,13.8
17031020301,2016-01-28 20:00:00,0,5,7.385698426699999,34.0,59,13.8
17031020302,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031020400,2016-01-28 20:00:00,0,11,5.75939068599,34.0,59,13.8
17031020500,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031020601,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031020602,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031020701,2016-01-28 20:00:00,0,3,10.556266582200001,34.0,59,13.8
17031020702,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031020801,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031020802,2016-01-28 20:00:00,1,2,6.1019169801499995,34.0,59,13.8
17031020901,2016-01-28 20:00:00,1,0,0.0,34.0,59,13.8
17031020902,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030101,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030102,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030103,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030104,2016-01-28 20:00:00,0,1,10.2103401012,34.0,59,13.8
17031030200,2016-01-28 20:00:00,0,6,3.5281198634599997,34.0,59,13.8
17031030300,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030400,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030500,2016-01-28 20:00:00,0,6,5.47578923747,34.0,59,13.8
17031030601,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030603,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030604,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030701,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030702,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030703,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031030706,2016-01-28 20:00:00,0,4,18.9998583196,34.0,59,13.8
17031030800,2016-01-28 20:00:00,0,5,12.5453986374,34.0,59,13.8
17031030900,2016-01-28 20:00:00,0,7,0.6813756416689999,34.0,59,13.8
17031031000,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031100,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031200,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031300,2016-01-28 20:00:00,0,1,12.1292105272,34.0,59,13.8
17031031400,2016-01-28 20:00:00,0,8,14.5978856234,34.0,59,13.8
17031031501,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031502,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031700,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031800,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031031900,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031032100,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031040100,2016-01-28 20:00:00,0,7,0.366185098702,34.0,59,13.8
17031040201,2016-01-28 20:00:00,0,7,0.366185098702,34.0,59,13.8
17031040202,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
17031040300,2016-01-28 20:00:00,0,0,0.0,34.0,59,13.8
