ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-02-20 19:00:00,0,12,6.57896607721,50.0,57,5.8
17031010201,2016-02-20 19:00:00,0,6,8.86922215735,50.0,57,5.8
17031010202,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031010300,2016-02-20 19:00:00,0,18,2.16932772682,50.0,57,5.8
17031010400,2016-02-20 19:00:00,0,28,2.81162074612,50.0,57,5.8
17031010501,2016-02-20 19:00:00,0,8,4.95336063102,50.0,57,5.8
17031010502,2016-02-20 19:00:00,0,6,4.19981137241,50.0,57,5.8
17031010503,2016-02-20 19:00:00,0,9,1.54440306764,50.0,57,5.8
17031010600,2016-02-20 19:00:00,0,5,8.68008219791,50.0,57,5.8
17031010701,2016-02-20 19:00:00,0,13,9.24662563941,50.0,57,5.8
17031010702,2016-02-20 19:00:00,0,12,10.1607104365,50.0,57,5.8
17031020100,2016-02-20 19:00:00,0,19,9.1116057142,50.0,57,5.8
17031020200,2016-02-20 19:00:00,1,18,6.89875090104,50.0,57,5.8
17031020301,2016-02-20 19:00:00,2,10,11.169496921199999,50.0,57,5.8
17031020302,2016-02-20 19:00:00,1,11,0.474551865066,50.0,57,5.8
17031020400,2016-02-20 19:00:00,0,32,5.3027395102699995,50.0,57,5.8
17031020500,2016-02-20 19:00:00,0,5,12.3883680543,50.0,57,5.8
17031020601,2016-02-20 19:00:00,0,3,13.2615309799,50.0,57,5.8
17031020602,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031020701,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031020702,2016-02-20 19:00:00,1,8,11.4062399967,50.0,57,5.8
17031020801,2016-02-20 19:00:00,0,3,0.0,50.0,57,5.8
17031020802,2016-02-20 19:00:00,0,6,0.35333212349299997,50.0,57,5.8
17031020901,2016-02-20 19:00:00,0,4,14.424321933,50.0,57,5.8
17031020902,2016-02-20 19:00:00,0,2,11.5286049301,50.0,57,5.8
17031030101,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030102,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030103,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030104,2016-02-20 19:00:00,0,33,7.4872655065,50.0,57,5.8
17031030200,2016-02-20 19:00:00,0,22,8.811579045239998,50.0,57,5.8
17031030300,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030400,2016-02-20 19:00:00,0,19,6.016611466740001,50.0,57,5.8
17031030500,2016-02-20 19:00:00,0,28,6.408571713130001,50.0,57,5.8
17031030601,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030603,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030604,2016-02-20 19:00:00,0,1,5.73940039696,50.0,57,5.8
17031030701,2016-02-20 19:00:00,0,4,3.90417449937,50.0,57,5.8
17031030702,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030703,2016-02-20 19:00:00,0,8,5.221123239680001,50.0,57,5.8
17031030706,2016-02-20 19:00:00,1,13,11.318670508399999,50.0,57,5.8
17031030800,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031030900,2016-02-20 19:00:00,1,0,0.0,50.0,57,5.8
17031031000,2016-02-20 19:00:00,0,31,6.24436954778,50.0,57,5.8
17031031100,2016-02-20 19:00:00,0,8,4.34645033741,50.0,57,5.8
17031031200,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031031300,2016-02-20 19:00:00,1,9,15.7887213392,50.0,57,5.8
17031031400,2016-02-20 19:00:00,0,28,12.4071737789,50.0,57,5.8
17031031501,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031031502,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031031700,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031031800,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031031900,2016-02-20 19:00:00,0,1,10.913562130699999,50.0,57,5.8
17031032100,2016-02-20 19:00:00,0,11,4.245657594830001,50.0,57,5.8
17031040100,2016-02-20 19:00:00,0,21,6.8000795978,50.0,57,5.8
17031040201,2016-02-20 19:00:00,0,17,10.857102514100001,50.0,57,5.8
17031040202,2016-02-20 19:00:00,0,16,7.018771539189999,50.0,57,5.8
17031040300,2016-02-20 19:00:00,1,0,0.0,50.0,57,5.8
17031040401,2016-02-20 19:00:00,0,10,12.5765910014,50.0,57,5.8
17031040402,2016-02-20 19:00:00,0,12,10.4506732012,50.0,57,5.8
17031040600,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031040700,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031040800,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031040900,2016-02-20 19:00:00,0,0,0.0,50.0,57,5.8
17031050100,2016-02-20 19:00:00,0,7,5.70721889637,50.0,57,5.8
