ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-01-22 06:00:00,0,3,13.5073747659,26.1,75,11.5
17031010201,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031010202,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031010300,2016-01-22 06:00:00,0,4,9.49279530985,26.1,75,11.5
17031010400,2016-01-22 06:00:00,0,8,14.453382803199998,26.1,75,11.5
17031010501,2016-01-22 06:00:00,0,8,14.453382803199998,26.1,75,11.5
17031010502,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031010503,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031010600,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031010701,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031010702,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020100,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020200,2016-01-22 06:00:00,0,5,0.0,26.1,75,11.5
17031020301,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020302,2016-01-22 06:00:00,0,5,0.0,26.1,75,11.5
17031020400,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020500,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020601,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020602,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020701,2016-01-22 06:00:00,1,0,0.0,26.1,75,11.5
17031020702,2016-01-22 06:00:00,1,11,5.656360580249999,26.1,75,11.5
17031020801,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020802,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020901,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031020902,2016-01-22 06:00:00,0,2,15.2388892727,26.1,75,11.5
17031030101,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030102,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030103,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030104,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030200,2016-01-22 06:00:00,0,6,0.920326570159,26.1,75,11.5
17031030300,2016-01-22 06:00:00,0,5,0.100637994035,26.1,75,11.5
17031030400,2016-01-22 06:00:00,0,4,1.77273048803,26.1,75,11.5
17031030500,2016-01-22 06:00:00,0,3,4.34968825013,26.1,75,11.5
17031030601,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030603,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030604,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030701,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030702,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030703,2016-01-22 06:00:00,0,0,0.0,26.1,75,11.5
17031030706,2016-01-22 06:00:00,3,3,24.1928997344,26.1,75,11.5
17031030800,2016-01-22 06:00:00,0,3,4.34968825013,26.1,75,11.5
