ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031010201,2016-07-18 17:00:00,0,3,7.79669521241,84.0,51,4.6
17031010202,2016-07-18 17:00:00,0,3,7.79669521241,84.0,51,4.6
17031010300,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031010400,2016-07-18 17:00:00,2,14,12.3711607421,84.0,51,4.6
17031010501,2016-07-18 17:00:00,0,10,17.319625039,84.0,51,4.6
17031010502,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031010503,2016-07-18 17:00:00,2,0,0.0,84.0,51,4.6
17031010600,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031010701,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031010702,2016-07-18 17:00:00,0,5,0.0895947267619,84.0,51,4.6
17031020100,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031020200,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031020301,2016-07-18 17:00:00,0,2,3.9311843574900003,84.0,51,4.6
17031020302,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031020400,2016-07-18 17:00:00,1,0,0.0,84.0,51,4.6
17031020500,2016-07-18 17:00:00,2,0,0.0,84.0,51,4.6
17031020601,2016-07-18 17:00:00,0,5,5.40227323893,84.0,51,4.6
17031020602,2016-07-18 17:00:00,1,0,0.0,84.0,51,4.6
17031020701,2016-07-18 17:00:00,1,5,11.248934023599999,84.0,51,4.6
17031020702,2016-07-18 17:00:00,0,7,4.147300511969999,84.0,51,4.6
17031020801,2016-07-18 17:00:00,1,0,0.0,84.0,51,4.6
17031020802,2016-07-18 17:00:00,1,11,9.70979481671,84.0,51,4.6
17031020901,2016-07-18 17:00:00,0,7,8.40462492699,84.0,51,4.6
17031020902,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031030101,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031030102,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031030103,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031030104,2016-07-18 17:00:00,0,2,0.40091712864,84.0,51,4.6
17031030200,2016-07-18 17:00:00,0,13,4.43930508374,84.0,51,4.6
17031030300,2016-07-18 17:00:00,0,4,2.8575348793,84.0,51,4.6
17031030400,2016-07-18 17:00:00,0,6,2.20749914143,84.0,51,4.6
17031030500,2016-07-18 17:00:00,0,13,3.0708520887199997,84.0,51,4.6
17031030601,2016-07-18 17:00:00,0,0,0.0,84.0,51,4.6
17031030603,2016-07-18 17:00:00,0,1,5.78201219498,84.0,51,4.6
