ct,time,alert_count,user_count1,user_avg_speed1,tempeature(K),humidity,wind speed
17031010100,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031010201,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031010202,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031010300,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031010400,2016-09-07 13:00:00,2,0,0.0,90.0,52,15.0
17031010501,2016-09-07 13:00:00,1,0,0.0,90.0,52,15.0
17031010502,2016-09-07 13:00:00,1,0,0.0,90.0,52,15.0
17031010503,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031010600,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031010701,2016-09-07 13:00:00,0,6,8.05186787146,90.0,52,15.0
17031010702,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020100,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020200,2016-09-07 13:00:00,0,1,9.36739397225,90.0,52,15.0
17031020301,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020302,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020400,2016-09-07 13:00:00,0,6,8.05186787146,90.0,52,15.0
17031020500,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020601,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020602,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020701,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020702,2016-09-07 13:00:00,0,9,5.0868844087300005,90.0,52,15.0
17031020801,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020802,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020901,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031020902,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030101,2016-09-07 13:00:00,1,0,0.0,90.0,52,15.0
17031030102,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030103,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030104,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030200,2016-09-07 13:00:00,0,6,3.66073575286,90.0,52,15.0
17031030300,2016-09-07 13:00:00,0,2,0.0,90.0,52,15.0
17031030400,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030500,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030601,2016-09-07 13:00:00,0,1,0.17250577375,90.0,52,15.0
17031030603,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030604,2016-09-07 13:00:00,0,3,8.683650846799999,90.0,52,15.0
17031030701,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030702,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030703,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030706,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030800,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031030900,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031000,2016-09-07 13:00:00,0,5,0.0,90.0,52,15.0
17031031100,2016-09-07 13:00:00,0,4,11.685465345399999,90.0,52,15.0
17031031200,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031300,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031400,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031501,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031502,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031700,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031800,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031031900,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031032100,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040100,2016-09-07 13:00:00,0,7,9.18630089168,90.0,52,15.0
17031040201,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040202,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040300,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040401,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040402,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040600,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040700,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040800,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031040900,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031050100,2016-09-07 13:00:00,0,6,0.888044742526,90.0,52,15.0
17031050200,2016-09-07 13:00:00,1,0,0.0,90.0,52,15.0
17031050300,2016-09-07 13:00:00,1,6,11.5379216847,90.0,52,15.0
17031050500,2016-09-07 13:00:00,1,0,0.0,90.0,52,15.0
17031050600,2016-09-07 13:00:00,0,6,6.07637696319,90.0,52,15.0
17031050700,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031050800,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031050900,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031051000,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031051100,2016-09-07 13:00:00,0,5,3.99582195861,90.0,52,15.0
17031051200,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031051300,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031051400,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031060100,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031060200,2016-09-07 13:00:00,0,8,10.808503251700001,90.0,52,15.0
17031060300,2016-09-07 13:00:00,0,2,12.5857841346,90.0,52,15.0
17031060400,2016-09-07 13:00:00,1,2,12.5857841346,90.0,52,15.0
17031060500,2016-09-07 13:00:00,0,0,0.0,90.0,52,15.0
17031060800,2016-09-07 13:00:00,0,3,11.2507484781,90.0,52,15.0
17031060900,2016-09-07 13:00:00,0,3,11.2507484781,90.0,52,15.0
